caso;escuela;tama–o_escuela;estudiante;income;stand_test_previo;sgenero;stand_exam
3105;49;-0,001192;22;bottom 25%;0,2884532;F;0,5443412
3106;49;-0,001192;5;top 25%;-1,860484;F;-1,118624
3107;49;-0,001192;2;mid 50%;-1,199273;F;0,4781942
3108;49;-0,001192;11;bottom 25%;1,2802712;F;0,4781942
3109;49;-0,001192;10;mid 50%;0,7017112;F;0,8965662
3110;49;-0,001192;7;bottom 25%;1,6935282;F;0,1340672
3111;49;-0,001192;9;mid 50%;-0,703364;F;0,6107292
3112;49;-0,001192;48;mid 50%;0,9496652;F;1,1758492
3113;49;-0,001192;38;mid 50%;0,4537562;F;0,5443412
3114;49;-0,001192;34;mid 50%;1,3629222;F;0,1941492
3115;49;-0,001192;47;mid 50%;-0,538061;F;-2,108644
3116;49;-0,001192;40;bottom 25%;1,6935282;F;1,6618062
3117;49;-0,001192;42;mid 50%;-0,042152;F;-0,939378
3118;49;-0,001192;23;mid 50%;0,5364082;F;0,0735362
3119;49;-0,001192;26;mid 50%;-0,620713;F;-1,029067
3120;49;-0,001192;24;bottom 25%;0,5364082;F;0,4026692
3121;49;-0,001192;33;bottom 25%;0,1231502;F;-1,438662
3122;49;-0,001192;32;mid 50%;-1,695182;F;-0,623051
3123;49;-0,001192;28;mid 50%;-0,372758;F;0,0735362
3124;49;-0,001192;29;top 25%;-1,61253;F;-0,492781
3125;49;-0,001192;150;bottom 25%;0,3711052;F;-0,062088
3126;49;-0,001192;129;mid 50%;-0,868667;F;0,4026692
3127;49;-0,001192;126;mid 50%;1,3629222;F;1,0396082
3128;49;-0,001192;125;bottom 25%;1,1149682;F;0,6107292
3129;49;-0,001192;130;mid 50%;-0,042152;F;-0,062088
3130;49;-0,001192;132;mid 50%;0,3711052;F;0,1941492
3131;49;-0,001192;133;mid 50%;0,0404992;F;0,5443412
3132;49;-0,001192;119;mid 50%;0,3711052;F;0,1941492
3133;49;-0,001192;118;mid 50%;0,4537562;F;-0,419801
3134;49;-0,001192;123;mid 50%;0,7843622;F;0,5443412
3135;49;-0,001192;120;mid 50%;0,7843622;F;0,8219882
3136;49;-0,001192;117;mid 50%;-1,116621;F;-0,419801
3137;49;-0,001192;147;mid 50%;-0,703364;F;-0,197611
3138;49;-0,001192;146;mid 50%;0,6190592;F;0,0043222
3139;49;-0,001192;143;mid 50%;-0,786016;F;0,2613242
3140;49;-0,001192;149;mid 50%;-0,372758;F;0,4026692
3141;49;-0,001192;134;top 25%;-0,951318;F;-0,699505
3142;49;-0,001192;138;top 25%;-2,439045;F;-1,335315
3143;49;-0,001192;137;bottom 25%;1,8588312;F;1,8138272
3144;49;-0,001192;141;top 25%;-0,951318;F;-0,939378
3145;49;-0,001192;139;mid 50%;-0,703364;F;-0,062088
3146;49;-0,001192;140;bottom 25%;1,5282252;F;1,4395322
3147;49;-0,001192;87;mid 50%;-0,620713;F;0,7472282
3148;49;-0,001192;99;mid 50%;-0,372758;F;0,4026692
3149;49;-0,001192;100;bottom 25%;0,9496652;F;1,1094382
3150;49;-0,001192;98;mid 50%;-0,951318;F;-1,029067
3151;49;-0,001192;97;mid 50%;-1,116621;F;0,4026692
3152;49;-0,001192;106;bottom 25%;0,9496652;F;0,8219882
3153;49;-0,001192;101;mid 50%;0,7017112;F;0,0735362
3154;49;-0,001192;105;mid 50%;0,5364082;F;0,1941492
3155;49;-0,001192;103;top 25%;-1,364576;F;-0,338842
3156;49;-0,001192;108;mid 50%;-0,45541;F;-0,699505
3157;49;-0,001192;91;mid 50%;-0,45541;F;-0,197611
3158;49;-0,001192;89;bottom 25%;0,2884532;F;0,1941492
3159;49;-0,001192;88;mid 50%;-0,703364;F;0,0043222
3160;49;-0,001192;96;mid 50%;0,2058022;F;0,8219882
3161;49;-0,001192;95;mid 50%;-0,868667;F;-0,776109
3162;49;-0,001192;92;bottom 25%;1,1149682;F;0,7472282
3163;49;-0,001192;94;mid 50%;-0,042152;F;0,5443412
3164;49;-0,001192;93;bottom 25%;1,1976192;F;1,3101422
3165;49;-0,001192;116;top 25%;-0,124804;F;-0,492781
3166;49;-0,001192;114;mid 50%;-0,538061;F;0,6107292
3167;49;-0,001192;113;mid 50%;-0,124804;F;-0,623051
3168;49;-0,001192;115;mid 50%;-1,281924;F;-0,265159
3169;49;-0,001192;111;top 25%;-0,868667;F;-1,118624
3170;50;0,0065332;58;mid 50%;-0,868667;F;-1,118624
3171;50;0,0065332;59;mid 50%;-0,290107;M;-1,118624
3172;50;0,0065332;57;bottom 25%;1,1976192;M;0,0735362
3173;50;0,0065332;56;bottom 25%;1,2802712;F;1,0396082
3174;50;0,0065332;55;mid 50%;0,2884532;F;-0,555112
3175;50;0,0065332;67;bottom 25%;1,6108772;M;0,1941492
3176;50;0,0065332;68;bottom 25%;1,1149682;M;1,2405332
3177;50;0,0065332;64;mid 50%;0,6190592;F;-0,062088
3178;50;0,0065332;63;mid 50%;1,2802712;F;0,0043222
3179;50;0,0065332;69;top 25%;-1,943136;M;-1,438662
3180;50;0,0065332;45;top 25%;-2,273742;F;-1,723882
3181;50;0,0065332;46;mid 50%;-0,45541;F;-0,623051
3182;50;0,0065332;47;bottom 25%;0,7843622;F;0,4781942
3183;50;0,0065332;43;mid 50%;0,7843622;F;-0,338842
3184;50;0,0065332;42;bottom 25%;0,7843622;M;0,4026692
3185;50;0,0065332;54;top 25%;-1,860484;M;-0,939378
3186;50;0,0065332;52;mid 50%;0,4537562;F;-0,197611
3187;50;0,0065332;53;mid 50%;-0,868667;F;-1,62373
3188;50;0,0065332;51;bottom 25%;-0,290107;M;-0,265159
3189;50;0,0065332;50;mid 50%;1,0323172;M;1,3101422
3190;50;0,0065332;41;mid 50%;1,1149682;F;-0,699505
3191;50;0,0065332;89;mid 50%;1,5282252;F;0,8219882
3192;50;0,0065332;90;mid 50%;0,3711052;M;0,7472282
3193;50;0,0065332;88;mid 50%;0,2058022;M;-1,335315
3194;50;0,0065332;87;mid 50%;-0,538061;F;-1,118624
3195;50;0,0065332;86;bottom 25%;1,0323172;F;0,1941492
3196;50;0,0065332;70;mid 50%;-0,703364;M;-1,118624
3197;50;0,0065332;74;mid 50%;-0,45541;F;-0,492781
3198;50;0,0065332;76;bottom 25%;1,1976192;M;0,8219882
3199;50;0,0065332;77;mid 50%;-0,538061;M;-0,129085
3200;50;0,0065332;73;mid 50%;1,7761802;M;0,2613242
3201;50;0,0065332;71;top 25%;-2,025787;M;-1,62373
3202;50;0,0065332;84;mid 50%;-0,868667;F;0,6107292
3203;50;0,0065332;82;bottom 25%;1,1976192;F;0,9675862
3204;50;0,0065332;83;mid 50%;0,2058022;M;0,9675862
3205;50;0,0065332;78;top 25%;-0,703364;M;-0,85267
3206;50;0,0065332;81;mid 50%;-0,45541;F;0,1941492
3207;50;0,0065332;79;top 25%;-0,868667;M;-2,291731
3208;50;0,0065332;4;mid 50%;-0,290107;M;0,7472282
3209;50;0,0065332;1;top 25%;-0,951318;M;-1,62373
3210;50;0,0065332;2;top 25%;-1,116621;M;-3,059543
3211;50;0,0065332;7;mid 50%;0,3711052;M;0,1340672
3212;50;0,0065332;8;bottom 25%;1,6108772;F;0,8965662
3213;50;0,0065332;6;bottom 25%;0,8670142;M;1,1758492
3214;50;0,0065332;5;mid 50%;-0,207455;M;-1,029067
3215;50;0,0065332;16;mid 50%;-0,207455;M;-0,338842
3216;50;0,0065332;13;mid 50%;-0,042152;F;-0,85267
3217;50;0,0065332;14;bottom 25%;0,9496652;F;0,4781942
3218;50;0,0065332;10;bottom 25%;-0,290107;M;-0,623051
3219;50;0,0065332;12;mid 50%;0,0404992;F;-0,338842
3220;50;0,0065332;11;mid 50%;-0,786016;F;0,2613242
3221;50;0,0065332;33;bottom 25%;0,1231502;F;-0,939378
3222;50;0,0065332;34;top 25%;-1,943136;M;-1,335315
3223;50;0,0065332;35;mid 50%;0,2058022;M;-0,492781
3224;50;0,0065332;32;bottom 25%;0,9496652;F;0,4026692
3225;50;0,0065332;31;mid 50%;-0,042152;M;-0,555112
3226;50;0,0065332;30;mid 50%;-1,447227;F;-0,85267
3227;50;0,0065332;39;mid 50%;-0,124804;F;0,2613242
3228;50;0,0065332;39;mid 50%;-1,199273;F;-2,108644
3229;50;0,0065332;36;mid 50%;1,1976192;F;0,0735362
3230;50;0,0065332;38;bottom 25%;0,8670142;M;0,6787592
3231;50;0,0065332;37;top 25%;-0,538061;M;-0,776109
3232;50;0,0065332;17;mid 50%;-0,45541;F;-0,129085
3233;50;0,0065332;20;bottom 25%;1,1976192;F;0,6107292
3234;50;0,0065332;22;top 25%;-1,777833;F;-1,335315
3235;50;0,0065332;19;mid 50%;-0,951318;F;-0,623051
3236;50;0,0065332;18;bottom 25%;1,0323172;F;0,4781942
3237;50;0,0065332;29;mid 50%;0,2058022;F;-0,197611
3238;50;0,0065332;27;mid 50%;0,2884532;M;0,1340672
3239;50;0,0065332;28;mid 50%;-0,372758;F;-1,219486
3240;50;0,0065332;24;mid 50%;-0,042152;F;-0,492781
3241;50;0,0065332;26;mid 50%;-0,45541;M;-0,939378
3242;50;0,0065332;25;mid 50%;-0,042152;M;-0,623051
3243;51;-0,396984;69;mid 50%;0,3711052;F;0,3280722
3244;51;-0,396984;68;mid 50%;-0,620713;F;-1,219486
3245;51;-0,396984;67;bottom 25%;0,5364082;M;-0,419801
3246;51;-0,396984;75;mid 50%;0,7843622;F;1,5061852
3247;51;-0,396984;71;bottom 25%;1,0323172;F;0,0043222
3248;51;-0,396984;73;top 25%;-2,686999;M;-1,438662
3249;51;-0,396984;77;mid 50%;-1,61253;M;-0,699505
3250;51;-0,396984;61;mid 50%;-1,199273;M;-0,265159
3251;51;-0,396984;62;mid 50%;0,1231502;M;-0,492781
3252;51;-0,396984;60;top 25%;-2,273742;F;-0,939378
3253;51;-0,396984;66;top 25%;-2,521696;M;-1,029067
3254;51;-0,396984;65;mid 50%;1,1976192;M;-1,438662
3255;51;-0,396984;63;bottom 25%;0,5364082;M;-0,129085
3256;51;-0,396984;59;top 25%;-1,695182;M;-1,962075
3257;51;-0,396984;93;mid 50%;-0,45541;F;-0,939378
3258;51;-0,396984;89;mid 50%;0,4537562;F;-0,338842
3259;51;-0,396984;88;bottom 25%;-0,45541;F;0,4026692
3260;51;-0,396984;96;bottom 25%;-0,042152;F;0,8965662
3261;51;-0,396984;95;mid 50%;-0,868667;F;-0,265159
3262;51;-0,396984;78;mid 50%;-0,538061;M;-0,776109
3263;51;-0,396984;80;bottom 25%;-0,042152;M;-0,129085
3264;51;-0,396984;81;mid 50%;-2,273742;M;0,0735362
3265;51;-0,396984;79;mid 50%;-1,03397;M;-0,776109
3266;51;-0,396984;86;mid 50%;-0,868667;F;-0,699505
3267;51;-0,396984;85;mid 50%;-0,703364;M;-0,85267
3268;51;-0,396984;82;mid 50%;-1,364576;F;0,5443412
3269;51;-0,396984;14;bottom 25%;0,2884532;F;1,1094382
3270;51;-0,396984;13;mid 50%;-0,703364;M;0,6107292
3271;51;-0,396984;12;mid 50%;0,6190592;M;-0,129085
3272;51;-0,396984;18;bottom 25%;0,1231502;M;-0,85267
3273;51;-0,396984;15;top 25%;-2,356393;M;-1,723882
3274;51;-0,396984;4;top 25%;-2,439045;M;-1,118624
3275;51;-0,396984;6;mid 50%;-0,951318;F;0,0043222
3276;51;-0,396984;3;bottom 25%;-0,538061;F;-0,419801
3277;51;-0,396984;11;mid 50%;-0,538061;F;-0,699505
3278;51;-0,396984;9;mid 50%;-0,372758;F;-1,335315
3279;51;-0,396984;8;bottom 25%;1,8588312;M;-0,699505
3280;51;-0,396984;55;bottom 25%;-0,124804;F;0,4781942
3281;51;-0,396984;38;mid 50%;-2,025787;F;-0,492781
3282;51;-0,396984;45;bottom 25%;-0,538061;M;0,4026692
3283;51;-0,396984;35;mid 50%;-0,868667;M;-1,438662
3284;51;-0,396984;51;bottom 25%;1,4455742;F;0,9675862
3285;51;-0,396984;50;bottom 25%;0,7017112;F;0,2613242
3286;51;-0,396984;20;mid 50%;-0,290107;F;-0,623051
3287;51;-0,396984;27;bottom 25%;0,2058022;M;-0,265159
3288;51;-0,396984;24;mid 50%;0,1231502;F;0,1340672
3289;51;-0,396984;31;mid 50%;-0,372758;F;0,2613242
3290;51;-0,396984;30;bottom 25%;1,7761802;F;0,2613242
3291;51;-0,396984;28;bottom 25%;0,8670142;M;0,3280722
3292;51;-0,396984;29;mid 50%;-1,281924;F;-0,776109
3293;51;-0,396984;99;top 25%;-1,116621;M;-0,776109
3294;51;-0,396984;111;mid 50%;-0,372758;F;-0,419801
3295;51;-0,396984;112;mid 50%;-1,777833;F;-0,062088
3296;51;-0,396984;113;bottom 25%;0,8670142;M;0,8219882
3297;51;-0,396984;106;mid 50%;-0,45541;F;-0,129085
3298;51;-0,396984;114;bottom 25%;1,1149682;F;1,1094382
3299;51;-0,396984;117;mid 50%;-0,620713;F;-0,265159
3300;51;-0,396984;115;mid 50%;0,9496652;F;0,4026692
3301;52;0,1963172;4;bottom 25%;1,6108772;M;0,9675862
3302;52;0,1963172;7;top 25%;-1,860484;M;0,4026692
3303;52;0,1963172;6;mid 50%;0,3711052;M;-0,555112
3304;52;0,1963172;73;mid 50%;0,0404992;M;1,0396082
3305;52;0,1963172;74;bottom 25%;1,5282252;M;2,2031212
3306;52;0,1963172;72;mid 50%;0,9496652;M;0,9675862
3307;52;0,1963172;71;mid 50%;-0,042152;M;-1,62373
3308;52;0,1963172;8;bottom 25%;-0,124804;M;0,0043222
3309;52;0,1963172;9;mid 50%;-0,620713;M;-0,699505
3310;52;0,1963172;76;top 25%;-1,529879;M;-0,555112
3311;52;0,1963172;100;mid 50%;0,0404992;M;-0,555112
3312;52;0,1963172;70;top 25%;-0,45541;M;0,4026692
3313;52;0,1963172;3;mid 50%;0,2058022;M;1,1094382
3314;52;0,1963172;2;bottom 25%;0,3711052;M;-0,197611
3315;52;0,1963172;1;bottom 25%;0,9496652;M;1,5792202
3316;52;0,1963172;2;bottom 25%;1,8588312;M;2,0397092
3317;52;0,1963172;11;bottom 25%;1,9414832;M;1,9003352
3318;52;0,1963172;40;top 25%;-1,364576;M;-0,419801
3319;52;0,1963172;38;mid 50%;0,2884532;M;0,9675862
3320;52;0,1963172;42;mid 50%;-0,042152;M;0,7472282
3321;52;0,1963172;44;mid 50%;-0,372758;M;-0,197611
3322;52;0,1963172;45;mid 50%;-0,124804;M;-0,85267
3323;52;0,1963172;37;bottom 25%;1,2802712;M;1,9003352
3324;52;0,1963172;35;mid 50%;0,3711052;M;0,1340672
3325;52;0,1963172;36;top 25%;-1,116621;M;-1,62373
3326;52;0,1963172;33;mid 50%;0,5364082;M;-2,108644
3327;52;0,1963172;54;top 25%;-1,529879;M;-1,029067
3328;52;0,1963172;55;mid 50%;-0,45541;M;1,0396082
3329;52;0,1963172;56;bottom 25%;0,7017112;M;1,9771072
3330;52;0,1963172;46;mid 50%;-1,116621;M;1,1758492
3331;52;0,1963172;48;mid 50%;-0,538061;M;-0,776109
3332;52;0,1963172;47;bottom 25%;1,6935282;M;-0,129085
3333;52;0,1963172;52;mid 50%;0,3711052;M;1,1094382
3334;52;0,1963172;49;mid 50%;0,9496652;M;1,1758492
3335;52;0,1963172;51;bottom 25%;0,6190592;M;1,6618062
3336;52;0,1963172;57;bottom 25%;1,4455742;M;1,9003352
3337;52;0,1963172;18;mid 50%;-0,951318;M;-0,85267
3338;52;0,1963172;17;top 25%;-0,703364;M;-0,197611
3339;52;0,1963172;19;mid 50%;-0,207455;M;0,6107292
3340;52;0,1963172;20;bottom 25%;0,8670142;M;0,2613242
3341;52;0,1963172;12;mid 50%;-0,124804;M;0,0043222
3342;52;0,1963172;16;mid 50%;0,6190592;M;1,3747412
3343;52;0,1963172;15;mid 50%;0,6190592;M;1,0396082
3344;52;0,1963172;32;mid 50%;-0,372758;M;-0,623051
3345;52;0,1963172;29;bottom 25%;0,7017112;M;1,0396082
3346;52;0,1963172;28;mid 50%;-1,03397;M;-0,129085
3347;52;0,1963172;30;mid 50%;-0,372758;M;0,8219882
3348;52;0,1963172;31;bottom 25%;0,7843622;M;1,3101422
3349;52;0,1963172;21;top 25%;-1,943136;M;-0,623051
3350;52;0,1963172;23;mid 50%;0,3711052;M;1,5792202
3351;52;0,1963172;21;top 25%;-0,620713;M;-1,723882
3352;52;0,1963172;26;bottom 25%;0,5364082;M;1,3101422
3353;52;0,1963172;24;bottom 25%;1,6108772;M;2,2031212
3354;52;0,1963172;25;mid 50%;0,7017112;M;0,8965662
3355;52;0,1963172;69;bottom 25%;0,0404992;M;1,3747412
3356;52;0,1963172;64;bottom 25%;2,3547402;M;2,4086922
3357;52;0,1963172;62;mid 50%;0,2884532;M;0,4026692
3358;52;0,1963172;65;top 25%;-1,943136;M;-0,492781
3359;52;0,1963172;67;bottom 25%;0,3711052;M;0,8219882
3360;52;0,1963172;58;bottom 25%;1,5282252;M;2,1029752
3361;52;0,1963172;60;bottom 25%;2,0241342;M;2,5323522
3362;53;0,3805512;24;mid 50%;0,0404992;F;-0,129085
3363;53;0,3805512;16;mid 50%;0,6190592;F;0,1340672
3364;53;0,3805512;17;top 25%;-1,447227;F;-1,118624
3365;53;0,3805512;15;mid 50%;0,6190592;F;0,4026692
3366;53;0,3805512;23;bottom 25%;1,2802712;F;2,4086922
3367;53;0,3805512;22;mid 50%;-0,042152;F;1,1094382
3368;53;0,3805512;21;mid 50%;0,1231502;F;0,1941492
3369;53;0,3805512;20;bottom 25%;1,1149682;F;1,6618062
3370;53;0,3805512;14;bottom 25%;0,7017112;F;1,8138272
3371;53;0,3805512;32;mid 50%;-0,868667;F;0,0735362
3372;53;0,3805512;34;mid 50%;-0,042152;F;0,1340672
3373;53;0,3805512;35;mid 50%;-0,042152;F;0,2613242
3374;53;0,3805512;26;bottom 25%;0,6190592;F;2,9246672
3375;53;0,3805512;28;mid 50%;0,6190592;F;1,8138272
3376;53;0,3805512;27;bottom 25%;1,4455742;F;3,1340482
3377;53;0,3805512;31;bottom 25%;1,9414832;F;1,5061852
3378;53;0,3805512;29;mid 50%;0,4537562;F;1,5792202
3379;53;0,3805512;30;mid 50%;-0,703364;F;-0,338842
3380;53;0,3805512;36;mid 50%;0,3711052;F;1,1758492
3381;53;0,3805512;13;mid 50%;-0,620713;F;-0,338842
3382;53;0,3805512;9;top 25%;-1,529879;F;-1,118624
3383;53;0,3805512;8;mid 50%;0,1231502;F;0,4781942
3384;53;0,3805512;10;mid 50%;-0,290107;F;0,9675862
3385;53;0,3805512;11;bottom 25%;1,7761802;F;1,7348992
3386;53;0,3805512;2;bottom 25%;2,0241342;F;3,3747382
3387;53;0,3805512;4;mid 50%;0,3711052;F;0,7472282
3388;53;0,3805512;3;mid 50%;1,1976192;F;2,7018012
3389;53;0,3805512;7;bottom 25%;1,0323172;F;2,4086922
3390;53;0,3805512;5;mid 50%;-0,124804;F;-0,197611
3391;53;0,3805512;6;bottom 25%;0,5364082;F;2,1029752
3392;53;0,3805512;37;bottom 25%;1,8588312;F;1,9003352
3393;53;0,3805512;52;mid 50%;0,4537562;F;-0,555112
3394;53;0,3805512;51;mid 50%;-0,207455;F;0,9675862
3395;53;0,3805512;50;mid 50%;1,3629222;F;1,1094382
3396;53;0,3805512;54;bottom 25%;1,4455742;F;1,6618062
3397;53;0,3805512;55;top 25%;-0,786016;F;-1,118624
3398;53;0,3805512;56;mid 50%;0,6190592;F;0,3280722
3399;53;0,3805512;46;bottom 25%;1,0323172;F;1,9771072
3400;53;0,3805512;44;mid 50%;0,3711052;F;0,6107292
3401;53;0,3805512;47;mid 50%;0,7843622;F;1,2405332
3402;53;0,3805512;48;mid 50%;0,1231502;F;1,6618062
3403;53;0,3805512;43;mid 50%;-0,45541;F;-1,029067
3404;53;0,3805512;70;mid 50%;-0,124804;F;0,6787592
3405;53;0,3805512;69;mid 50%;0,3711052;F;-0,062088
3406;53;0,3805512;68;top 25%;-2,439045;F;-1,962075
3407;53;0,3805512;71;top 25%;-1,364576;F;-1,438662
3408;53;0,3805512;72;mid 50%;-0,786016;F;-0,492781
3409;53;0,3805512;59;mid 50%;0,4537562;F;0,1941492
3410;53;0,3805512;62;bottom 25%;-0,372758;F;1,1758492
3411;53;0,3805512;60;bottom 25%;0,9496652;F;1,8138272
3412;53;0,3805512;67;mid 50%;0,9496652;F;2,2031212
3413;53;0,3805512;66;bottom 25%;0,8670142;F;1,6618062
3414;53;0,3805512;64;mid 50%;0,0404992;F;2,4086922
3415;53;0,3805512;73;bottom 25%;2,1067862;F;2,9246672
3416;53;0,3805512;86;mid 50%;-1,777833;F;-1,219486
3417;53;0,3805512;88;bottom 25%;1,6935282;F;2,7960982
3418;53;0,3805512;84;mid 50%;0,5364082;F;0,8219882
3419;53;0,3805512;82;bottom 25%;0,4537562;F;0,6107292
3420;53;0,3805512;80;mid 50%;-0,372758;F;2,5323522
3421;53;0,3805512;89;mid 50%;0,0404992;F;0,2613242
3422;53;0,3805512;90;mid 50%;1,1976192;F;0,5443412
3423;53;0,3805512;42;bottom 25%;0,9496652;F;2,6267392
3424;53;0,3805512;39;mid 50%;0,9496652;F;2,2031212
3425;53;0,3805512;40;top 25%;-1,03397;F;-0,699505
3426;53;0,3805512;41;mid 50%;0,8670142;F;1,1758492
3427;53;0,3805512;79;bottom 25%;1,5282252;F;2,7960982
3428;53;0,3805512;78;mid 50%;0,6190592;F;0,7472282
3429;53;0,3805512;74;bottom 25%;0,7843622;F;2,7960982
3430;53;0,3805512;76;bottom 25%;0,8670142;F;2,5323522
3431;53;0,3805512;75;mid 50%;0,7843622;F;0,2613242
3432;54;0,5880652;33;mid 50%;0,2884532;M;0,2613242
3433;54;0,5880652;48;mid 50%;0,2058022;M;-1,62373
3434;54;0,5880652;21;mid 50%;1,0323172;F;-1,118624
3435;54;0,5880652;62;bottom 25%;0,9496652;F;-0,265159
3436;54;0,5880652;132;bottom 25%;1,1976192;F;-0,062088
3437;54;0,5880652;20;mid 50%;0,3711052;M;-0,265159
3438;54;0,5880652;15;mid 50%;-0,538061;F;-0,776109
3439;54;0,5880652;16;mid 50%;1,1976192;M;-1,219486
3440;55;0,2673852;8;bottom 25%;1,4455742;F;2,2031212
3441;55;0,2673852;6;bottom 25%;0,8670142;F;1,6618062
3442;55;0,2673852;4;bottom 25%;1,6935282;F;2,6267392
3443;55;0,2673852;21;bottom 25%;0,1231502;F;0,1340672
3444;55;0,2673852;22;mid 50%;0,2058022;M;0,2613242
3445;55;0,2673852;19;bottom 25%;0,6190592;F;0,6787592
3446;55;0,2673852;28;top 25%;0,2884532;M;0,0735362
3447;55;0,2673852;23;mid 50%;-0,868667;M;0,1340672
3448;55;0,2673852;24;bottom 25%;0,6190592;F;0,8219882
3449;55;0,2673852;9;bottom 25%;1,1149682;F;1,6618062
3450;55;0,2673852;12;bottom 25%;1,6935282;M;0,4026692
3451;55;0,2673852;13;mid 50%;1,1976192;M;0,8219882
3452;55;0,2673852;10;bottom 25%;2,1067862;M;1,3747412
3453;55;0,2673852;18;mid 50%;0,6190592;M;0,4781942
3454;55;0,2673852;17;mid 50%;-0,951318;M;0,6107292
3455;55;0,2673852;14;mid 50%;0,5364082;M;0,7472282
3456;55;0,2673852;16;bottom 25%;1,0323172;M;1,4395322
3457;55;0,2673852;15;mid 50%;0,3711052;M;1,5792202
3458;55;0,2673852;3;bottom 25%;0,6190592;F;2,2031212
3459;55;0,2673852;1;mid 50%;-0,703364;F;-0,338842
3460;55;0,2673852;31;bottom 25%;1,0323172;F;1,7348992
3461;55;0,2673852;65;mid 50%;0,4537562;M;1,3101422
3462;55;0,2673852;64;top 25%;-2,521696;M;-1,118624
3463;55;0,2673852;60;mid 50%;0,6190592;M;-0,197611
3464;55;0,2673852;69;mid 50%;0,1231502;F;-0,197611
3465;55;0,2673852;68;mid 50%;0,2058022;M;1,0396082
3466;55;0,2673852;70;mid 50%;-0,372758;F;1,6618062
3467;55;0,2673852;54;mid 50%;0,1231502;M;1,3747412
3468;55;0,2673852;58;mid 50%;-0,45541;F;-0,265159
3469;55;0,2673852;57;mid 50%;-0,538061;F;0,2613242
3470;55;0,2673852;55;top 25%;-2,356393;M;-1,438662
3471;55;0,2673852;56;mid 50%;0,0404992;M;0,0735362
3472;55;0,2673852;51;mid 50%;0,0404992;F;0,8965662
3473;55;0,2673852;82;mid 50%;-0,786016;M;-0,623051
3474;55;0,2673852;81;bottom 25%;2,0241342;M;2,0397092
3475;55;0,2673852;71;mid 50%;-0,124804;F;2,2031212
3476;55;0,2673852;72;mid 50%;0,5364082;F;2,2031212
3477;55;0,2673852;80;mid 50%;-0,703364;F;0,1340672
3478;55;0,2673852;79;bottom 25%;1,5282252;F;2,0397092
3479;55;0,2673852;76;mid 50%;0,1231502;M;-1,029067
3480;55;0,2673852;39;bottom 25%;1,6108772;F;1,3747412
3481;55;0,2673852;38;bottom 25%;1,8588312;M;1,1094382
3482;55;0,2673852;36;mid 50%;-0,620713;M;0,8965662
3483;55;0,2673852;34;bottom 25%;1,2802712;M;0,9675862
3484;55;0,2673852;48;mid 50%;-1,281924;M;0,1340672
3485;55;0,2673852;47;top 25%;-0,372758;F;-0,338842
3486;55;0,2673852;49;bottom 25%;-0,207455;M;0,0043222
3487;55;0,2673852;42;mid 50%;-0,786016;F;0,4781942
3488;55;0,2673852;43;mid 50%;0,6190592;F;-0,776109
3489;55;0,2673852;46;mid 50%;0,4537562;F;1,3101422
3490;55;0,2673852;45;mid 50%;-0,538061;F;-0,265159
3491;56;-0,085653;27;bottom 25%;1,1976192;F;1,3747412
3492;56;-0,085653;28;mid 50%;-0,372758;M;-1,219486
3493;56;-0,085653;29;bottom 25%;0,4537562;M;0,6107292
3494;56;-0,085653;25;bottom 25%;0,3711052;F;0,7472282
3495;56;-0,085653;24;mid 50%;0,8670142;M;-0,197611
3496;56;-0,085653;40;top 25%;-0,703364;F;-0,555112
3497;56;-0,085653;37;mid 50%;-0,207455;F;-1,118624
3498;56;-0,085653;38;mid 50%;0,6190592;F;1,6618062
3499;56;-0,085653;30;mid 50%;-1,03397;M;-0,85267
3500;56;-0,085653;31;bottom 25%;0,0404992;F;0,9675862
3501;56;-0,085653;36;bottom 25%;0,5364082;F;0,2613242
3502;56;-0,085653;32;mid 50%;-0,786016;F;0,9675862
3503;56;-0,085653;23;mid 50%;-0,372758;F;-1,962075
3504;56;-0,085653;52;bottom 25%;0,2884532;F;-0,338842
3505;56;-0,085653;51;mid 50%;1,1976192;F;0,8219882
3506;56;-0,085653;53;mid 50%;-0,207455;M;0,9675862
3507;56;-0,085653;54;mid 50%;0,2884532;F;1,5792202
3508;56;-0,085653;41;mid 50%;-0,703364;F;1,7348992
3509;56;-0,085653;43;mid 50%;0,6190592;F;-0,492781
3510;56;-0,085653;49;top 25%;-1,695182;M;-3,666072
3511;56;-0,085653;46;mid 50%;-0,703364;F;-0,338842
3512;56;-0,085653;44;mid 50%;-0,45541;M;-1,836687
3513;56;-0,085653;57;mid 50%;0,6190592;F;1,3747412
3514;56;-0,085653;1;bottom 25%;0,6190592;M;1,6618062
3515;56;-0,085653;22;mid 50%;-1,03397;F;-1,723882
3516;56;-0,085653;17;top 25%;-1,860484;F;-0,265159
3517;56;-0,085653;14;mid 50%;-1,281924;M;-0,419801
3518;56;-0,085653;12;top 25%;-0,124804;F;-0,129085
3519;56;-0,085653;21;mid 50%;-0,290107;M;-0,623051
3520;56;-0,085653;18;mid 50%;0,1231502;F;-0,699505
3521;56;-0,085653;20;mid 50%;0,7843622;M;0,8219882
3522;56;-0,085653;2;bottom 25%;0,7017112;M;0,5443412
3523;56;-0,085653;4;mid 50%;-1,529879;M;-1,029067
3524;56;-0,085653;3;top 25%;-1,199273;F;-1,335315
